transaction_id,is_fraud,fraud_type
TX300194,0,None
TX300195,0,None
TX300196,0,None
TX300197,0,None
TX300198,0,None
TX300199,0,None
TX300200,0,None
TX300201,0,None
TX300202,0,None
TX300203,0,None
TX300204,0,None
TX300205,0,None
TX300206,0,None
TX300207,0,None
TX300208,0,None
TX300209,0,None
TX300210,0,None
TX300211,0,None
TX300212,0,None
TX300213,0,None
TX300214,0,None
TX300215,0,None
TX300216,0,None
TX300217,0,None
TX300218,0,None
TX300219,0,None
TX300220,0,None
TX300221,0,None
TX300222,0,None
TX300223,0,None
TX300224,0,None
TX300225,0,None
TX300226,0,None
TX300227,0,None
TX300228,0,None
TX300229,0,None
TX300230,0,None
TX300231,0,None
TX300232,0,None
TX300233,0,None
TX300234,0,None
TX300235,0,None
TX300236,0,None
TX300237,0,None
TX300238,0,None
TX300239,0,None
TX300240,0,None
TX300241,0,None
TX300242,0,None
TX300243,0,None
TX300244,0,None
TX300245,0,None
TX300246,0,None
TX300247,0,None
TX300248,0,None
TX300249,0,None
TX300250,0,None
TX300251,0,None
TX300252,0,None
TX300253,0,None
TX300254,0,None
TX300255,0,None
TX300256,0,None
TX300257,0,None
TX300258,0,None
TX300259,0,None
TX300260,0,None
TX300261,0,None
TX300262,0,None
TX300263,0,None
TX300264,0,None
TX300265,0,None
TX300266,0,None
TX300267,0,None
TX300268,0,None
TX300269,0,None
TX300270,0,None
TX300271,0,None
TX300272,0,None
TX300273,0,None
TX300274,0,None
TX300275,0,None
TX300276,0,None
TX300277,0,None
TX300278,0,None
TX300279,0,None
TX300280,0,None
TX300281,0,None
TX300282,0,None
TX300283,0,None
TX300284,0,None
TX300285,0,None
TX300286,0,None
TX300287,0,None
TX300288,0,None
TX300289,0,None
TX300290,0,None
TX300291,0,None
TX300292,0,None
TX300293,0,None
TX300294,0,None
TX300295,0,None
TX300296,0,None
TX300297,0,None
TX300298,0,None
TX300299,0,None
TX300300,0,None
TX300301,0,None
TX300302,0,None
TX300303,0,None
TX300304,0,None
TX300305,0,None
TX300306,0,None
TX300307,0,None
TX300308,0,None
TX300309,0,None
TX300310,0,None
TX300311,0,None
TX300312,0,None
TX300313,0,None
TX300314,0,None
TX300315,0,None
TX300316,0,None
TX300317,0,None
TX300318,0,None
TX300319,0,None
TX300320,0,None
TX300321,0,None
TX300322,0,None
TX300323,0,None
TX300324,0,None
TX300325,0,None
TX300326,0,None
TX300327,0,None
TX300328,0,None
TX300329,0,None
TX300330,0,None
TX300331,0,None
TX300332,0,None
TX300333,0,None
TX300334,0,None
TX300335,0,None
TX300336,0,None
TX300337,0,None
TX300338,0,None
TX300339,0,None
TX300340,0,None
TX300341,0,None
TX300342,0,None
TX300343,0,None
TX300344,0,None
TX300345,0,None
TX300346,0,None
TX300347,0,None
TX300348,0,None
TX300349,0,None
TX300350,0,None
TX300351,0,None
TX300352,0,None
TX300353,0,None
TX300354,0,None
TX300355,0,None
TX300356,0,None
TX300357,0,None
TX300358,0,None
TX300359,0,None
TX300360,0,None
TX300361,0,None
TX300362,0,None
TX300363,0,None
TX300364,0,None
TX300365,0,None
TX300366,0,None
TX300367,0,None
TX300368,0,None
TX300369,0,None
TX300370,0,None
TX300371,1,Account Takeover
TX300372,0,None
TX300373,0,None
TX300374,0,None
TX300375,0,None
TX300376,0,None
TX300377,0,None
TX300378,0,None
TX300379,0,None
TX300380,0,None
TX300381,0,None
TX300382,0,None
TX300383,0,None
TX300384,0,None
TX300385,1,Card Testing
TX300386,0,None
TX300387,0,None
TX300388,0,None
TX300389,0,None
TX300390,0,None
TX300391,0,None
TX300392,0,None
TX300393,0,None
TX300394,0,None
TX300395,0,None
TX300396,0,None
TX300397,0,None
TX300398,0,None
TX300399,0,None
TX300400,0,None
TX300401,0,None
TX300402,0,None
TX300403,0,None
TX300404,0,None
TX300405,0,None
TX300406,0,None
TX300407,0,None
TX300408,0,None
TX300409,0,None
TX300410,0,None
TX300411,0,None
TX300412,0,None
TX300413,0,None
TX300414,0,None
TX300415,0,None
TX300416,0,None
TX300417,0,None
TX300418,1,Payment Fraud
TX300419,0,None
TX300420,0,None
TX300421,0,None
TX300422,0,None
TX300423,0,None
TX300424,0,None
TX300425,0,None
TX300426,0,None
TX300427,0,None
TX300428,0,None
TX300429,0,None
TX300430,0,None
TX300431,0,None
TX300432,0,None
TX300433,0,None
TX300434,0,None
TX300435,1,Card Testing
TX300436,0,None
TX300437,0,None
TX300438,0,None
TX300439,0,None
TX300440,0,None
TX300441,0,None
TX300442,0,None
TX300443,0,None
TX300444,0,None
TX300445,0,None
TX300446,0,None
TX300447,0,None
TX300448,0,None
TX300449,0,None
TX300450,0,None
TX300451,0,None
TX300452,0,None
TX300453,0,None
TX300454,0,None
TX300455,0,None
TX300456,0,None
TX300457,0,None
TX300458,0,None
TX300459,0,None
TX300460,0,None
TX300461,0,None
TX300462,0,None
TX300463,0,None
TX300464,0,None
TX300465,0,None
TX300466,0,None
TX300467,0,None
TX300468,0,None
TX300469,0,None
TX300470,1,Account Takeover
TX300471,0,None
TX300472,0,None
TX300473,0,None
TX300474,0,None
TX300475,0,None
TX300476,0,None
TX300477,0,None
TX300478,0,None
TX300479,0,None
TX300480,0,None
TX300481,0,None
TX300482,0,None
TX300483,0,None
TX300484,0,None
TX300485,0,None
TX300486,0,None
TX300487,0,None
TX300488,0,None
TX300489,0,None
TX300490,0,None
TX300491,0,None
TX300492,0,None
TX300493,0,None
TX300494,0,None
TX300495,0,None
TX300496,0,None
TX300497,0,None
TX300498,0,None
TX300499,0,None
TX300500,0,None
TX300501,0,None
TX300502,0,None
TX300503,0,None
TX300504,0,None
TX300505,0,None
TX300506,0,None
TX300507,0,None
TX300508,0,None
TX300509,0,None
TX300510,0,None
TX300511,0,None
TX300512,0,None
TX300513,0,None
TX300514,0,None
TX300515,0,None
TX300516,0,None
TX300517,0,None
TX300518,0,None
TX300519,0,None
TX300520,0,None
TX300521,0,None
TX300522,0,None
TX300523,0,None
TX300524,0,None
TX300525,0,None
TX300526,0,None
TX300527,0,None
TX300528,0,None
TX300529,0,None
TX300530,0,None
TX300531,0,None
TX300532,0,None
TX300533,0,None
TX300534,0,None
TX300535,0,None
TX300536,0,None
TX300537,0,None
TX300538,0,None
TX300539,0,None
TX300540,0,None
TX300541,0,None
TX300542,0,None
TX300543,0,None
TX300544,0,None
TX300545,0,None
TX300546,0,None
TX300547,0,None
TX300548,0,None
TX300549,0,None
TX300550,0,None
TX300551,0,None
TX300552,0,None
TX300553,0,None
TX300554,0,None
TX300555,0,None
TX300556,0,None
TX300557,0,None
TX300558,0,None
TX300559,0,None
TX300560,0,None
TX300561,0,None
TX300562,0,None
TX300563,0,None
TX300564,0,None
TX300565,0,None
TX300566,0,None
TX300567,0,None
TX300568,0,None
TX300569,0,None
TX300570,0,None
TX300571,0,None
TX300572,0,None
TX300573,0,None
TX300574,0,None
TX300575,0,None
TX300576,0,None
TX300577,0,None
TX300578,0,None
TX300579,0,None
TX300580,0,None
TX300581,0,None
TX300582,0,None
TX300583,0,None
TX300584,0,None
TX300585,0,None
TX300586,0,None
TX300587,0,None
TX300588,0,None
TX300589,0,None
TX300590,0,None
TX300591,0,None
TX300592,0,None
TX300593,0,None
TX300594,0,None
TX300595,0,None
TX300596,0,None
TX300597,0,None
TX300598,0,None
TX300599,0,None
TX300600,0,None
TX300601,0,None
TX300602,0,None
TX300603,0,None
TX300604,0,None
TX300605,0,None
TX300606,0,None
TX300607,0,None
TX300608,0,None
TX300609,0,None
TX300610,0,None
TX300611,0,None
TX300612,0,None
TX300613,0,None
TX300614,0,None
TX300615,0,None
TX300616,0,None
TX300617,1,Account Takeover
TX300618,0,None
TX300619,0,None
TX300620,0,None
TX300621,0,None
TX300622,0,None
TX300623,0,None
TX300624,0,None
TX300625,0,None
TX300626,0,None
TX300627,0,None
TX300628,0,None
TX300629,0,None
TX300630,0,None
TX300631,0,None
TX300632,0,None
TX300633,0,None
TX300634,0,None
TX300635,0,None
TX300636,0,None
TX300637,0,None
TX300638,0,None
TX300639,0,None
TX300640,0,None
TX300641,0,None
TX300642,0,None
TX300643,0,None
TX300644,0,None
TX300645,0,None
TX300646,0,None
TX300647,0,None
TX300648,0,None
TX300649,0,None
TX300650,0,None
TX300651,0,None
TX300652,0,None
TX300653,0,None
TX300654,0,None
TX300655,0,None
TX300656,0,None
TX300657,0,None
TX300658,0,None
TX300659,0,None
TX300660,0,None
TX300661,0,None
TX300662,0,None
TX300663,0,None
TX300664,0,None
TX300665,0,None
TX300666,0,None
TX300667,0,None
TX300668,0,None
TX300669,0,None
TX300670,0,None
TX300671,0,None
TX300672,0,None
TX300673,0,None
TX300674,0,None
TX300675,0,None
TX300676,0,None
TX300677,0,None
TX300678,0,None
TX300679,0,None
TX300680,0,None
TX300681,0,None
TX300682,0,None
TX300683,0,None
TX300684,0,None
TX300685,0,None
TX300686,0,None
TX300687,0,None
TX300688,0,None
TX300689,0,None
TX300690,0,None
TX300691,0,None
TX300692,0,None
TX300693,0,None
TX300694,0,None
TX300695,0,None
TX300696,0,None
TX300697,0,None
TX300698,0,None
TX300699,0,None
TX300700,0,None
TX300701,0,None
TX300702,0,None
TX300703,0,None
TX300704,0,None
TX300705,0,None
TX300706,0,None
TX300707,0,None
TX300708,0,None
TX300709,0,None
TX300710,0,None
TX300711,0,None
TX300712,0,None
TX300713,0,None
TX300714,0,None
TX300715,0,None
TX300716,0,None
TX300717,0,None
TX300718,0,None
TX300719,0,None
TX300720,0,None
TX300721,0,None
TX300722,0,None
TX300723,0,None
TX300724,0,None
TX300725,0,None
TX300726,0,None
TX300727,0,None
TX300728,0,None
TX300729,0,None
TX300730,0,None
TX300731,0,None
TX300732,0,None
TX300733,0,None
TX300734,0,None
TX300735,0,None
TX300736,0,None
TX300737,0,None
TX300738,0,None
TX300739,0,None
TX300740,0,None
TX300741,0,None
TX300742,0,None
TX300743,0,None
TX300744,0,None
TX300745,0,None
TX300746,0,None
TX300747,0,None
TX300748,0,None
TX300749,0,None
TX300750,0,None
TX300751,1,Suspicious Transfer
TX300752,1,Payment Fraud
TX300753,0,None
TX300754,0,None
TX300755,0,None
TX300756,0,None
TX300757,0,None
TX300758,0,None
TX300759,0,None
TX300760,0,None
TX300761,0,None
TX300762,0,None
TX300763,0,None
TX300764,0,None
TX300765,0,None
TX300766,0,None
TX300767,0,None
TX300768,0,None
TX300769,0,None
TX300770,0,None
TX300771,0,None
TX300772,0,None
TX300773,0,None
TX300774,0,None
TX300775,0,None
TX300776,0,None
TX300777,0,None
TX300778,0,None
TX300779,0,None
TX300780,0,None
TX300781,0,None
TX300782,0,None
TX300783,0,None
TX300784,0,None
TX300785,0,None
TX300786,0,None
TX300787,0,None
TX300788,0,None
TX300789,0,None
TX300790,0,None
TX300791,0,None
TX300792,0,None
TX300793,0,None
TX300794,0,None
TX300795,0,None
TX300796,0,None
TX300797,0,None
TX300798,0,None
TX300799,0,None
TX300800,0,None
TX300801,0,None
TX300802,0,None
TX300803,0,None
TX300804,0,None
TX300805,0,None
TX300806,0,None
TX300807,0,None
TX300808,0,None
TX300809,0,None
TX300810,0,None
TX300811,0,None
TX300812,0,None
TX300813,0,None
TX300814,0,None
TX300815,0,None
TX300816,0,None
TX300817,0,None
TX300818,0,None
TX300819,0,None
TX300820,0,None
TX300821,0,None
TX300822,0,None
TX300823,0,None
TX300824,0,None
TX300825,0,None
TX300826,0,None
TX300827,0,None
TX300828,0,None
TX300829,0,None
TX300830,0,None
TX300831,0,None
TX300832,0,None
TX300833,0,None
TX300834,0,None
TX300835,0,None
TX300836,0,None
TX300837,0,None
TX300838,0,None
TX300839,0,None
TX300840,0,None
TX300841,0,None
TX300842,0,None
TX300843,0,None
TX300844,0,None
TX300845,0,None
TX300846,0,None
TX300847,0,None
TX300848,1,Account Takeover
TX300849,0,None
TX300850,0,None
TX300851,0,None
TX300852,0,None
TX300853,0,None
TX300854,0,None
TX300855,0,None
TX300856,0,None
TX300857,0,None
TX300858,0,None
TX300859,0,None
TX300860,0,None
TX300861,0,None
TX300862,0,None
TX300863,0,None
TX300864,0,None
TX300865,0,None
TX300866,0,None
TX300867,0,None
TX300868,0,None
TX300869,0,None
TX300870,0,None
TX300871,0,None
TX300872,0,None
TX300873,0,None
TX300874,0,None
TX300875,0,None
TX300876,0,None
TX300877,0,None
TX300878,0,None
TX300879,0,None
TX300880,0,None
TX300881,0,None
TX300882,0,None
TX300883,0,None
TX300884,0,None
TX300885,0,None
TX300886,0,None
TX300887,0,None
TX300888,0,None
TX300889,0,None
TX300890,0,None
TX300891,0,None
TX300892,0,None
TX300893,0,None
TX300894,0,None
TX300895,0,None
TX300896,0,None
TX300897,0,None
TX300898,0,None
TX300899,0,None
TX300900,0,None
TX300901,0,None
TX300902,0,None
TX300903,0,None
TX300904,0,None
TX300905,0,None
TX300906,0,None
TX300907,0,None
TX300908,0,None
TX300909,0,None
TX300910,0,None
TX300911,0,None
TX300912,0,None
TX300913,0,None
TX300914,0,None
TX300915,0,None
TX300916,0,None
TX300917,0,None
TX300918,0,None
TX300919,0,None
TX300920,0,None
TX300921,0,None
TX300922,0,None
TX300923,0,None
TX300924,0,None
TX300925,0,None
TX300926,0,None
TX300927,0,None
TX300928,0,None
TX300929,0,None
TX300930,1,Account Takeover
TX300931,0,None
TX300932,0,None
TX300933,0,None
TX300934,0,None
TX300935,0,None
TX300936,0,None
TX300937,0,None
TX300938,0,None
TX300939,0,None
TX300940,0,None
TX300941,0,None
TX300942,0,None
TX300943,0,None
TX300944,0,None
TX300945,0,None
TX300946,1,Card Testing
TX300947,0,None
TX300948,1,Payment Fraud
TX300949,0,None
TX300950,0,None
TX300951,0,None
TX300952,0,None
TX300953,0,None
TX300954,0,None
TX300955,0,None
TX300956,0,None
TX300957,0,None
TX300958,0,None
TX300959,0,None
TX300960,0,None
TX300961,0,None
TX300962,0,None
TX300963,0,None
TX300964,0,None
TX300965,0,None
TX300966,0,None
TX300967,0,None
TX300968,0,None
TX300969,0,None
TX300970,0,None
TX300971,0,None
TX300972,0,None
TX300973,0,None
TX300974,0,None
TX300975,0,None
TX300976,0,None
TX300977,0,None
TX300978,0,None
TX300979,0,None
TX300980,0,None
TX300981,0,None
TX300982,0,None
TX300983,0,None
TX300984,0,None
TX300985,0,None
TX300986,0,None
TX300987,0,None
TX300988,0,None
TX300989,0,None
TX300990,0,None
TX300991,0,None
TX300992,0,None
TX300993,0,None
TX300994,0,None
TX300995,0,None
TX300996,0,None
TX300997,0,None
TX300998,0,None
TX300999,0,None
TX301000,0,None
TX301001,1,Suspicious Transfer
TX301002,0,None
TX301003,0,None
TX301004,0,None
TX301005,0,None
TX301006,0,None
TX301007,0,None
TX301008,0,None
TX301009,0,None
TX301010,0,None
TX301011,0,None
TX301012,0,None
TX301013,0,None
TX301014,0,None
TX301015,0,None
TX301016,0,None
TX301017,0,None
TX301018,0,None
TX301019,0,None
TX301020,0,None
TX301021,0,None
TX301022,0,None
TX301023,0,None
TX301024,0,None
TX301025,0,None
TX301026,0,None
TX301027,0,None
TX301028,0,None
TX301029,0,None
TX301030,0,None
TX301031,0,None
TX301032,0,None
TX301033,0,None
TX301034,0,None
TX301035,0,None
TX301036,0,None
TX301037,0,None
TX301038,0,None
TX301039,0,None
TX301040,0,None
TX301041,0,None
TX301042,0,None
TX301043,0,None
TX301044,0,None
TX301045,0,None
TX301046,0,None
TX301047,0,None
TX301048,0,None
TX301049,0,None
TX301050,0,None
TX301051,0,None
TX301052,0,None
TX301053,0,None
TX301054,0,None
TX301055,0,None
TX301056,0,None
TX301057,0,None
TX301058,0,None
TX301059,0,None
TX301060,0,None
TX301061,0,None
TX301062,0,None
TX301063,0,None
TX301064,0,None
TX301065,0,None
TX301066,0,None
TX301067,0,None
TX301068,0,None
TX301069,0,None
TX301070,0,None
TX301071,0,None
TX301072,0,None
TX301073,0,None
TX301074,0,None
TX301075,0,None
TX301076,0,None
TX301077,0,None
TX301078,0,None
TX301079,0,None
TX301080,0,None
TX301081,0,None
TX301082,0,None
TX301083,0,None
TX301084,0,None
TX301085,0,None
TX301086,0,None
TX301087,0,None
TX301088,0,None
TX301089,1,Identity Fraud
TX301090,0,None
TX301091,0,None
TX301092,0,None
TX301093,0,None
TX301094,0,None
TX301095,0,None
TX301096,0,None
TX301097,0,None
TX301098,0,None
TX301099,0,None
TX301100,0,None
TX301101,0,None
TX301102,0,None
TX301103,0,None
TX301104,0,None
TX301105,0,None
TX301106,0,None
TX301107,0,None
TX301108,0,None
TX301109,0,None
TX301110,0,None
TX301111,0,None
TX301112,0,None
TX301113,0,None
TX301114,0,None
TX301115,0,None
TX301116,0,None
TX301117,0,None
TX301118,0,None
TX301119,0,None
TX301120,0,None
TX301121,0,None
TX301122,0,None
TX301123,0,None
TX301124,0,None
TX301125,0,None
TX301126,0,None
TX301127,0,None
TX301128,0,None
TX301129,0,None
TX301130,0,None
TX301131,0,None
TX301132,0,None
TX301133,0,None
TX301134,0,None
TX301135,0,None
TX301136,0,None
TX301137,0,None
TX301138,0,None
TX301139,0,None
TX301140,0,None
TX301141,0,None
TX301142,0,None
TX301143,0,None
TX301144,0,None
TX301145,0,None
TX301146,0,None
TX301147,0,None
TX301148,0,None
TX301149,0,None
TX301150,0,None
TX301151,0,None
TX301152,0,None
TX301153,0,None
TX301154,0,None
TX301155,0,None
TX301156,0,None
TX301157,0,None
TX301158,0,None
TX301159,0,None
TX301160,0,None
TX301161,0,None
TX301162,0,None
TX301163,0,None
TX301164,0,None
TX301165,0,None
TX301166,0,None
TX301167,0,None
TX301168,0,None
TX301169,0,None
TX301170,0,None
TX301171,0,None
TX301172,0,None
TX301173,0,None
TX301174,0,None
TX301175,0,None
TX301176,0,None
TX301177,0,None
TX301178,0,None
TX301179,0,None
TX301180,0,None
TX301181,0,None
TX301182,0,None
TX301183,0,None
TX301184,0,None
TX301185,0,None
TX301186,0,None
TX301187,0,None
TX301188,0,None
TX301189,0,None
TX301190,0,None
TX301191,0,None
TX301192,0,None
TX301193,0,None
TX301194,0,None
TX301195,0,None
TX301196,0,None
TX301197,0,None
TX301198,0,None
TX301199,0,None
TX301200,0,None
TX301201,0,None
TX301202,0,None
TX301203,0,None
TX301204,0,None
TX301205,0,None
TX301206,0,None
TX301207,0,None
TX301208,0,None
TX301209,0,None
TX301210,0,None
TX301211,0,None
TX301212,0,None
TX301213,0,None
TX301214,0,None
TX301215,0,None
TX301216,0,None
TX301217,0,None
TX301218,0,None
TX301219,0,None
TX301220,0,None
TX301221,0,None
TX301222,0,None
TX301223,0,None
TX301224,0,None
TX301225,0,None
TX301226,0,None
TX301227,0,None
TX301228,0,None
TX301229,0,None
TX301230,0,None
TX301231,0,None
TX301232,0,None
TX301233,0,None
TX301234,0,None
TX301235,0,None
TX301236,0,None
TX301237,0,None
TX301238,0,None
TX301239,0,None
TX301240,0,None
TX301241,0,None
TX301242,0,None
TX301243,0,None
TX301244,0,None
TX301245,0,None
TX301246,0,None
TX301247,0,None
TX301248,0,None
TX301249,0,None
TX301250,0,None
TX301251,0,None
TX301252,0,None
TX301253,0,None
TX301254,0,None
TX301255,0,None
TX301256,0,None
TX301257,0,None
TX301258,0,None
TX301259,0,None
TX301260,0,None
TX301261,0,None
TX301262,0,None
TX301263,0,None
TX301264,0,None
TX301265,0,None
TX301266,0,None
TX301267,0,None
TX301268,0,None
TX301269,0,None
TX301270,0,None
TX301271,0,None
TX301272,0,None
TX301273,0,None
TX301274,0,None
TX301275,0,None
TX301276,0,None
TX301277,0,None
TX301278,0,None
TX301279,0,None
TX301280,0,None
TX301281,0,None
TX301282,0,None
TX301283,0,None
TX301284,0,None
TX301285,0,None
TX301286,0,None
TX301287,0,None
TX301288,0,None
TX301289,0,None
TX301290,0,None
TX301291,0,None
TX301292,0,None
TX301293,0,None
TX301294,0,None
TX301295,0,None
TX301296,0,None
TX301297,0,None
TX301298,0,None
TX301299,0,None
TX301300,0,None
TX301301,0,None
TX301302,0,None
TX301303,0,None
TX301304,0,None
TX301305,0,None
TX301306,0,None
TX301307,0,None
TX301308,1,Card Testing
TX301309,0,None
TX301310,0,None
TX301311,0,None
TX301312,0,None
TX301313,0,None
TX301314,0,None
TX301315,0,None
TX301316,0,None
TX301317,0,None
TX301318,0,None
TX301319,0,None
TX301320,0,None
TX301321,0,None
TX301322,0,None
TX301323,0,None
TX301324,0,None
TX301325,0,None
TX301326,0,None
TX301327,0,None
TX301328,0,None
TX301329,0,None
TX301330,0,None
TX301331,0,None
TX301332,0,None
TX301333,0,None
TX301334,0,None
TX301335,0,None
TX301336,0,None
TX301337,1,Account Takeover
TX301338,0,None
TX301339,0,None
TX301340,0,None
TX301341,0,None
TX301342,0,None
TX301343,0,None
TX301344,0,None
TX301345,0,None
TX301346,0,None
TX301347,0,None
TX301348,0,None
TX301349,0,None
TX301350,0,None
TX301351,0,None
TX301352,0,None
TX301353,0,None
TX301354,0,None
TX301355,0,None
TX301356,0,None
TX301357,0,None
TX301358,0,None
TX301359,0,None
TX301360,0,None
TX301361,0,None
TX301362,0,None
TX301363,0,None
TX301364,0,None
TX301365,0,None
TX301366,0,None
TX301367,0,None
TX301368,0,None
TX301369,0,None
TX301370,0,None
TX301371,0,None
TX301372,0,None
TX301373,0,None
TX301374,0,None
TX301375,0,None
TX301376,0,None
TX301377,0,None
TX301378,0,None
TX301379,0,None
TX301380,0,None
TX301381,0,None
TX301382,0,None
TX301383,0,None
TX301384,0,None
TX301385,0,None
TX301386,0,None
TX301387,0,None
TX301388,0,None
TX301389,0,None
TX301390,0,None
TX301391,0,None
TX301392,0,None
TX301393,0,None
TX301394,0,None
TX301395,0,None
TX301396,0,None
TX301397,0,None
TX301398,0,None
TX301399,0,None
TX301400,0,None
TX301401,0,None
TX301402,0,None
TX301403,0,None
TX301404,0,None
TX301405,0,None
TX301406,0,None
TX301407,0,None
TX301408,0,None
TX301409,0,None
TX301410,0,None
TX301411,0,None
TX301412,0,None
TX301413,0,None
TX301414,0,None
TX301415,0,None
TX301416,0,None
TX301417,0,None
TX301418,0,None
TX301419,0,None
TX301420,0,None
TX301421,0,None
TX301422,0,None
TX301423,0,None
TX301424,0,None
TX301425,1,Suspicious Transfer
TX301426,0,None
TX301427,0,None
TX301428,0,None
TX301429,0,None
TX301430,0,None
TX301431,0,None
TX301432,0,None
TX301433,0,None
TX301434,0,None
TX301435,0,None
TX301436,0,None
TX301437,0,None
TX301438,0,None
TX301439,0,None
TX301440,0,None
TX301441,0,None
TX301442,0,None
TX301443,0,None
TX301444,0,None
TX301445,0,None
TX301446,0,None
TX301447,0,None
TX301448,0,None
TX301449,0,None
TX301450,0,None
TX301451,0,None
TX301452,0,None
TX301453,0,None
TX301454,0,None
TX301455,0,None
TX301456,0,None
TX301457,0,None
TX301458,0,None
TX301459,1,Card Testing
TX301460,0,None
TX301461,1,Account Takeover
TX301462,0,None
TX301463,0,None
TX301464,0,None
TX301465,0,None
TX301466,0,None
TX301467,0,None
TX301468,0,None
TX301469,0,None
TX301470,0,None
TX301471,0,None
TX301472,0,None
TX301473,0,None
TX301474,0,None
TX301475,0,None
TX301476,0,None
TX301477,0,None
TX301478,0,None
TX301479,0,None
TX301480,0,None
TX301481,0,None
TX301482,0,None
TX301483,0,None
TX301484,0,None
TX301485,0,None
TX301486,0,None
TX301487,0,None
TX301488,0,None
TX301489,0,None
TX301490,0,None
TX301491,0,None
TX301492,0,None
TX301493,0,None
TX301494,0,None
TX301495,0,None
TX301496,0,None
TX301497,0,None
TX301498,0,None
TX301499,0,None
TX301500,0,None
TX301501,0,None
TX301502,0,None
TX301503,0,None
TX301504,0,None
TX301505,0,None
TX301506,0,None
TX301507,0,None
TX301508,0,None
TX301509,0,None
TX301510,0,None
TX301511,0,None
TX301512,0,None
TX301513,0,None
TX301514,0,None
TX301515,0,None
TX301516,0,None
TX301517,0,None
TX301518,1,Card Testing
TX301519,0,None
TX301520,0,None
TX301521,0,None
TX301522,0,None
TX301523,0,None
TX301524,0,None
TX301525,0,None
TX301526,0,None
TX301527,0,None
TX301528,0,None
TX301529,0,None
TX301530,0,None
TX301531,0,None
TX301532,0,None
TX301533,0,None
TX301534,0,None
